Gmt time,Open,High,Low,Close,Volume
01.01.2023 03:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 03:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 04:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 05:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 06:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 07:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 08:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 09:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 10:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 11:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 12:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 13:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 14:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 15:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 16:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 17:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 18:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 19:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 20:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:00:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:05:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:10:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:15:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:20:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:25:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:30:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:35:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:40:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:45:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:50:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 21:55:00.000,131.072,131.072,131.072,131.072,0
01.01.2023 22:00:00.000,130.925,130.962,130.808,130.820,19.2
01.01.2023 22:05:00.000,130.825,130.825,130.759,130.759,10.2
01.01.2023 22:10:00.000,130.759,130.793,130.743,130.787,31.8
01.01.2023 22:15:00.000,130.787,130.787,130.748,130.784,9.3
01.01.2023 22:20:00.000,130.744,130.785,130.744,130.749,5.1000000000000005
01.01.2023 22:25:00.000,130.749,130.749,130.749,130.749,1.2
01.01.2023 22:30:00.000,130.749,130.792,130.746,130.746,9
01.01.2023 22:35:00.000,130.749,130.749,130.749,130.749,1.2
01.01.2023 22:40:00.000,130.755,130.758,130.755,130.758,3.5999999999999996
01.01.2023 22:45:00.000,130.759,130.759,130.759,130.759,1.2
01.01.2023 22:50:00.000,130.759,130.767,130.757,130.759,9.299999999999999
01.01.2023 22:55:00.000,130.759,130.759,130.759,130.759,0
01.01.2023 23:00:00.000,130.771,130.771,130.739,130.749,24.9
01.01.2023 23:05:00.000,130.749,130.749,130.716,130.719,69.3
01.01.2023 23:10:00.000,130.719,130.747,130.717,130.737,50.7
01.01.2023 23:15:00.000,130.737,130.787,130.725,130.739,32.7
01.01.2023 23:20:00.000,130.739,130.739,130.738,130.739,4.5
01.01.2023 23:25:00.000,130.747,130.749,130.743,130.749,9
01.01.2023 23:30:00.000,130.750,130.750,130.738,130.738,17.7
01.01.2023 23:35:00.000,130.740,130.800,130.739,130.799,16.2
01.01.2023 23:40:00.000,130.799,130.870,130.798,130.870,31.5
01.01.2023 23:45:00.000,130.870,130.870,130.849,130.850,13.5
01.01.2023 23:50:00.000,130.852,130.853,130.849,130.849,18
01.01.2023 23:55:00.000,130.849,130.886,130.848,130.870,31.799999999999997
02.01.2023 00:00:00.000,130.886,130.916,130.871,130.916,21.6
02.01.2023 00:05:00.000,130.950,130.979,130.928,130.938,79.8
02.01.2023 00:10:00.000,130.939,131.041,130.939,131.008,54
02.01.2023 00:15:00.000,131.008,131.011,131.006,131.008,21
02.01.2023 00:20:00.000,131.010,131.010,131.004,131.008,40.800000000000004
02.01.2023 00:25:00.000,131.022,131.024,130.997,130.999,92.69999999999999
02.01.2023 00:30:00.000,131.000,131.012,130.814,130.832,99.50000000000001
02.01.2023 00:35:00.000,130.834,130.834,130.805,130.817,21.439999999999998
02.01.2023 00:40:00.000,130.813,130.813,130.788,130.796,9.600000000000001
02.01.2023 00:45:00.000,130.805,130.823,130.791,130.815,92.1
02.01.2023 00:50:00.000,130.815,130.817,130.815,130.817,6.300000000000001
02.01.2023 00:55:00.000,130.817,130.823,130.817,130.821,14.4
02.01.2023 01:00:00.000,130.822,130.849,130.785,130.849,70.58000000000001
02.01.2023 01:05:00.000,130.828,130.859,130.819,130.859,270.38
02.01.2023 01:10:00.000,130.859,130.859,130.785,130.785,152.36
02.01.2023 01:15:00.000,130.791,130.884,130.791,130.879,552.1600000000001
02.01.2023 01:20:00.000,130.879,130.889,130.859,130.878,717.72
02.01.2023 01:25:00.000,130.884,130.884,130.849,130.864,47.86000000000001
02.01.2023 01:30:00.000,130.884,130.932,130.818,130.849,742.6399999999999
02.01.2023 01:35:00.000,130.849,130.889,130.839,130.879,45.2
02.01.2023 01:40:00.000,130.850,130.889,130.850,130.850,23.28
02.01.2023 01:45:00.000,130.850,130.889,130.850,130.852,57.60000000000001
02.01.2023 01:50:00.000,130.883,130.909,130.853,130.879,32.92
02.01.2023 01:55:00.000,130.880,130.919,130.880,130.919,27.9
02.01.2023 02:00:00.000,130.894,130.919,130.894,130.919,25.259999999999998
02.01.2023 02:05:00.000,130.896,130.984,130.896,130.969,126.78
02.01.2023 02:10:00.000,130.974,130.984,130.947,130.965,60.64
02.01.2023 02:15:00.000,130.984,130.989,130.950,130.989,26.72
02.01.2023 02:20:00.000,130.972,130.989,130.950,130.974,35.18
02.01.2023 02:25:00.000,130.974,130.999,130.954,130.984,55.8
02.01.2023 02:30:00.000,130.989,130.994,130.926,130.989,45.839999999999996
02.01.2023 02:35:00.000,130.979,130.983,130.946,130.963,98.16000000000001
02.01.2023 02:40:00.000,130.963,130.986,130.927,130.974,66.03999999999999
02.01.2023 02:45:00.000,130.978,130.984,130.974,130.979,57.42
02.01.2023 02:50:00.000,130.979,130.989,130.958,130.958,60.68000000000001
02.01.2023 02:55:00.000,130.957,130.994,130.954,130.963,59.56
02.01.2023 03:00:00.000,130.963,130.989,130.951,130.989,27.08
02.01.2023 03:05:00.000,130.961,130.984,130.958,130.964,39.78
02.01.2023 03:10:00.000,130.964,130.964,130.919,130.919,73.49000000000001
02.01.2023 03:15:00.000,130.919,130.919,130.919,130.919,1.2
02.01.2023 03:20:00.000,130.919,130.919,130.919,130.919,0
02.01.2023 03:25:00.000,130.930,130.969,130.908,130.919,52.92
02.01.2023 03:30:00.000,130.918,130.963,130.879,130.879,39.42
02.01.2023 03:35:00.000,130.914,130.914,130.879,130.903,46.5
02.01.2023 03:40:00.000,130.907,130.923,130.903,130.919,44.16
02.01.2023 03:45:00.000,130.906,130.910,130.906,130.910,22.46
02.01.2023 03:50:00.000,130.910,130.919,130.894,130.911,96.13999999999999
02.01.2023 03:55:00.000,130.933,130.941,130.885,130.895,220.64
02.01.2023 04:00:00.000,130.896,130.919,130.889,130.896,799.62
02.01.2023 04:05:00.000,130.894,130.908,130.879,130.880,121.31
02.01.2023 04:10:00.000,130.879,130.910,130.879,130.902,116.72
02.01.2023 04:15:00.000,130.902,130.907,130.880,130.888,98.44
02.01.2023 04:20:00.000,130.896,130.925,130.885,130.925,264.28000000000003
02.01.2023 04:25:00.000,130.928,130.930,130.886,130.886,188.7
02.01.2023 04:30:00.000,130.886,130.907,130.879,130.907,40.160000000000004
02.01.2023 04:35:00.000,130.907,130.908,130.879,130.907,46.4
02.01.2023 04:40:00.000,130.907,130.907,130.879,130.907,77.75999999999999
02.01.2023 04:45:00.000,130.899,130.907,130.899,130.907,54.68
02.01.2023 04:50:00.000,130.904,130.906,130.879,130.904,59.00000000000001
02.01.2023 04:55:00.000,130.904,130.914,130.879,130.914,151.42000000000002
02.01.2023 05:00:00.000,130.911,130.912,130.887,130.897,409
02.01.2023 05:05:00.000,130.897,130.909,130.887,130.887,190.98
02.01.2023 05:10:00.000,130.887,130.917,130.886,130.905,279.86
02.01.2023 05:15:00.000,130.911,130.948,130.895,130.948,328.3
02.01.2023 05:20:00.000,130.949,130.957,130.912,130.925,150
02.01.2023 05:25:00.000,130.920,130.937,130.907,130.937,239.76000000000002
02.01.2023 05:30:00.000,130.937,130.937,130.920,130.932,439.15999999999997
02.01.2023 05:35:00.000,130.932,130.935,130.899,130.913,312.88
02.01.2023 05:40:00.000,130.913,130.937,130.910,130.931,680.66
02.01.2023 05:45:00.000,130.919,130.940,130.914,130.938,777.44
02.01.2023 05:50:00.000,130.932,130.942,130.905,130.915,271.34
02.01.2023 05:55:00.000,130.916,130.947,130.916,130.916,330.06
02.01.2023 06:00:00.000,130.920,130.936,130.915,130.936,195.85999999999999
02.01.2023 06:05:00.000,130.930,130.934,130.913,130.923,546.44
02.01.2023 06:10:00.000,130.923,130.928,130.905,130.909,976.5199999999999
02.01.2023 06:15:00.000,130.911,130.922,130.904,130.912,126.47999999999999
02.01.2023 06:20:00.000,130.912,130.928,130.908,130.913,127.43999999999998
02.01.2023 06:25:00.000,130.912,130.929,130.911,130.923,137.44
02.01.2023 06:30:00.000,130.912,130.927,130.906,130.923,529.5799999999999
02.01.2023 06:35:00.000,130.922,130.939,130.913,130.939,131.18
02.01.2023 06:40:00.000,130.938,130.938,130.898,130.907,52.519999999999996
02.01.2023 06:45:00.000,130.899,130.929,130.898,130.929,45.36000000000001
02.01.2023 06:50:00.000,130.899,130.934,130.898,130.914,25.82
02.01.2023 06:55:00.000,130.909,130.985,130.901,130.939,69.96
02.01.2023 07:00:00.000,130.939,130.939,130.904,130.904,45.54
02.01.2023 07:05:00.000,130.934,130.946,130.911,130.923,135.54
02.01.2023 07:10:00.000,130.923,130.951,130.923,130.934,367.36
02.01.2023 07:15:00.000,130.931,130.963,130.931,130.957,193.44
02.01.2023 07:20:00.000,130.961,130.962,130.924,130.931,250.3
02.01.2023 07:25:00.000,130.928,130.934,130.925,130.929,471.59999999999997
02.01.2023 07:30:00.000,130.938,130.951,130.929,130.948,439.53999999999996
02.01.2023 07:35:00.000,130.947,130.951,130.936,130.946,428.22
02.01.2023 07:40:00.000,130.946,130.948,130.928,130.929,463.55999999999995
02.01.2023 07:45:00.000,130.931,130.955,130.920,130.955,523.8
02.01.2023 07:50:00.000,130.951,130.958,130.932,130.945,988.4
02.01.2023 07:55:00.000,130.943,130.973,130.934,130.935,508.96000000000004
02.01.2023 08:00:00.000,130.939,130.955,130.922,130.942,368.36
02.01.2023 08:05:00.000,130.939,130.942,130.925,130.936,342.22
02.01.2023 08:10:00.000,130.936,130.936,130.926,130.928,162.2
02.01.2023 08:15:00.000,130.927,130.955,130.924,130.930,464.0999999999999
02.01.2023 08:20:00.000,130.930,130.930,130.923,130.924,140.99999999999997
02.01.2023 08:25:00.000,130.924,130.924,130.917,130.920,124.8
02.01.2023 08:30:00.000,130.920,130.926,130.919,130.925,66.32
02.01.2023 08:35:00.000,130.923,130.947,130.923,130.932,153.56
02.01.2023 08:40:00.000,130.926,130.956,130.922,130.936,509.78
02.01.2023 08:45:00.000,130.930,130.954,130.923,130.934,587.45
02.01.2023 08:50:00.000,130.936,130.951,130.908,130.909,1577.5300000000002
02.01.2023 08:55:00.000,130.908,130.957,130.908,130.926,950.1399999999999
02.01.2023 09:00:00.000,130.926,130.954,130.920,130.952,1138.4199999999998
02.01.2023 09:05:00.000,130.947,130.950,130.935,130.938,1125.44
02.01.2023 09:10:00.000,130.938,130.950,130.938,130.946,296.4
02.01.2023 09:15:00.000,130.946,130.953,130.935,130.939,341.94000000000005
02.01.2023 09:20:00.000,130.941,130.947,130.913,130.918,827.4
02.01.2023 09:25:00.000,130.918,130.921,130.907,130.913,245.95
02.01.2023 09:30:00.000,130.911,130.914,130.903,130.907,378.42
02.01.2023 09:35:00.000,130.908,130.908,130.871,130.882,377.46999999999997
02.01.2023 09:40:00.000,130.871,130.875,130.852,130.867,574.64
02.01.2023 09:45:00.000,130.869,130.871,130.861,130.864,352.76
02.01.2023 09:50:00.000,130.865,130.865,130.857,130.858,108
02.01.2023 09:55:00.000,130.860,130.875,130.856,130.867,873.55
